16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16,57,0,-1
16.17778,57,0,1
16.53333,57,0,1
17.06667,57,0,1
17.77778,57,0,1
18.66668,57,0,1
19.73335,57,0,1
20.9778,57,0,1
22.31113,57,0,1
23.64447,57,0,1
24.9778,57,0,1
26.31114,57,0,1
27.64448,57,0,1
28.97781,57,0,1
30.31115,57,0,1
31.64448,57,0,1
32.97782,57.11667,0,1
34.31116,57.35,0,1
35.64449,57.7,0,1
36.97783,58.16667,0,1
38.31116,58.75001,0,1
39.6445,59.45001,0,1
40.97784,60.26668,0,1
42.31117,61.20002,0,1
43.64451,62.25002,0,1
44.97784,63.41669,0,1
46.31118,64.70004,0,1
47.64452,66.10004,0,1
48.80007,67.61671,0,1
49.77785,69.25005,0,1
50.57785,71.00006,0,1
51.20007,72.86674,0,1
51.64452,74.85008,0,1
51.91118,76.95009,0,1
52.35563,79.16676,0,1
52.97785,81.50011,0,1
53.77785,83.95012,0,1
54.75563,86.51679,0,1
55.91118,89.20013,0,1
57.24452,92.00014,0,1
58.57785,94.91682,0,1
59.91119,97.95017,0,1
61.24453,101.1002,0,1
62.57786,104.3669,0,1
63.9112,105,0,1
65.24454,105,0,1
66.57787,105,0,1
67.91121,105,0,1
69.24454,105,0,1
70.57788,105,0,1
71.73344,105,0,1
72.71121,105.1167,0,1
73.51122,105.35,0,1
74.13344,105.7,0,1
74.57788,106.1667,0,1
74.84454,106.75,0,1
74.93343,107.45,0,1
74.93343,108.2667,0,1
74.93343,109.2,0,1
74.93343,110.25,0,1
74.93343,111.4167,0,1
74.93343,112.7,0,1
74.93343,114.1,0,1
74.93343,115.6167,0,1
75.11121,117.2501,0,1
75.46677,119.0001,0,1
76.00011,120.8667,0,1
76.71122,122.8501,0,1
77.60011,124.9501,0,1
78.66679,127.1668,0,1
79.91123,129.5001,0,1
81.24457,131.9501,0,1
82.40012,134.5168,0,0
83.3779,137.2001,0,0
84.1779,140.0002,0,0
84.80013,142.9168,0,0
85.24457,145.9502,0,0
85.51123,149.1002,0,0
85.60012,152.3669,0,0
85.51123,153,0,0
85.24456,153,0,0
84.80011,153,0,0
84.53344,153,0,0
84.44455,153,0,0
84.44455,153,0,0
84.44455,153,0,0
84.44455,149.7,0,0
84.44455,146.5167,0,0
84.26677,143.45,0,0
83.91121,140.5,0,0
83.37788,137.6666,0,0
82.66676,134.95,0,0
81.77787,132.35,0,0
80.7112,129.8666,0,0
79.46675,127.5,0,0
78.13342,125.25,0,0
76.80008,123.1166,0,0
75.46674,121.1,0,0
74.31119,119.2,0,0
73.33341,117.4166,0,0
72.53341,115.75,0,0
72,114.2,0,0
72,112.7666,0,0
72,111.45,0,0
72,110.25,0,0
72,109.1666,0,0
72,108.2,0,0
72,107.35,0,0
72,106.6166,0,0
72,106,0,0
72,105.5,0,0
72,105.1167,0,0
72,104.85,0,0
72,104.7,0,0
72,104.6667,0,0
72,104.75,0,0
72,104.95,0,0
72,105.2667,0,0
72,105.7,0,0

